Satis_ID,Tarih,Nokta_ID,Urun_ID,Miktar_Adet,Toplam_Litre
109,2024-11-17 15:00:00,5001,1009,19,13.299999999999999
110,2024-11-19 21:00:00,5001,1001,1,0.2
111,2024-11-19 11:00:00,5001,1010,1,1.0
112,2024-11-21 19:00:00,5001,1009,1,0.7
113,2024-11-21 20:00:00,5001,1002,1,0.35
114,2024-11-25 09:00:00,5001,1011,19,13.299999999999999
115,2024-11-30 19:00:00,5001,1003,1,0.5
116,2024-12-09 12:00:00,5001,1013,1,0.7
117,2024-12-09 14:00:00,5001,1004,9,6.3
118,2024-12-20 18:00:00,5001,1013,19,13.299999999999999
119,2024-12-22 12:00:00,5001,1001,1,0.2
120,2024-12-22 20:00:00,5001,1003,4,2.0
121,2024-12-24 14:00:00,5001,1002,1,0.35
122,2025-01-04 19:00:00,5001,1002,1,0.35
123,2025-01-04 09:00:00,5001,1007,1,0.35
124,2025-01-07 14:00:00,5001,1011,4,2.8
125,2025-01-08 14:00:00,5001,1012,1,0.7
126,2025-01-11 15:00:00,5001,1014,9,3.15
127,2025-01-12 17:00:00,5001,1005,1,1.0
128,2025-01-12 14:00:00,5001,1018,1,0.7
129,2025-01-14 10:00:00,5001,1017,4,2.8
130,2025-01-22 09:00:00,5001,1004,4,2.8
131,2025-01-23 20:00:00,5001,1007,4,1.4
132,2025-01-23 12:00:00,5001,1006,1,0.2
133,2025-01-29 20:00:00,5001,1012,1,0.7
134,2025-01-29 14:00:00,5001,1001,1,0.2
135,2025-02-05 18:00:00,5001,1010,1,1.0
136,2025-02-05 18:00:00,5001,1003,1,0.5
137,2025-02-10 15:00:00,5001,1001,1,0.2
138,2025-02-10 14:00:00,5001,1003,4,2.0
139,2025-02-19 14:00:00,5001,1011,1,0.7
140,2025-02-21 17:00:00,5001,1010,1,1.0
141,2025-03-17 09:00:00,5001,1004,1,0.7
142,2025-03-19 11:00:00,5001,1010,1,1.0
143,2025-03-19 20:00:00,5001,1001,4,0.8
144,2025-03-29 18:00:00,5001,1008,4,2.0
145,2025-04-02 13:00:00,5001,1003,1,0.5
146,2025-04-02 13:00:00,5001,1008,1,0.5
147,2025-04-03 19:00:00,5001,1011,1,0.7
148,2025-04-03 21:00:00,5001,1008,4,2.0
149,2025-04-04 10:00:00,5001,1004,1,0.7
150,2025-04-06 14:00:00,5001,1008,4,2.0
151,2025-04-10 11:00:00,5001,1005,1,1.0
152,2025-04-17 16:00:00,5001,1011,4,2.8
153,2025-04-17 16:00:00,5001,1011,4,2.8
154,2025-04-23 13:00:00,5001,1006,1,0.2
155,2025-04-23 17:00:00,5001,1001,1,0.2
156,2025-04-29 19:00:00,5001,1011,1,0.7
157,2025-04-29 13:00:00,5001,1009,1,0.7
158,2025-05-01 20:00:00,5001,1011,1,0.7
159,2025-05-01 15:00:00,5001,1016,1,1.0
160,2025-05-04 21:00:00,5001,1005,9,9.0
161,2025-05-08 20:00:00,5001,1014,4,1.4
162,2025-05-09 15:00:00,5001,1012,1,0.7
163,2025-05-16 14:00:00,5001,1003,1,0.5
164,2025-05-24 12:00:00,5001,1013,4,2.8
165,2025-06-01 13:00:00,5001,1003,4,2.0
166,2025-06-01 10:00:00,5001,1007,1,0.35
167,2025-06-08 20:00:00,5001,1007,1,0.35
168,2025-06-08 19:00:00,5001,1004,1,0.7
169,2025-06-09 20:00:00,5001,1001,1,0.2
170,2025-06-16 14:00:00,5001,1011,1,0.7
171,2025-06-16 13:00:00,5001,1001,4,0.8
172,2025-06-17 10:00:00,5001,1006,4,0.8
173,2025-06-27 19:00:00,5001,1011,1,0.7
174,2025-06-27 14:00:00,5001,1010,1,1.0
175,2025-07-01 11:00:00,5001,1001,1,0.2
176,2025-07-01 18:00:00,5001,1004,9,6.3
177,2025-07-05 10:00:00,5001,1005,19,19.0
178,2025-07-08 12:00:00,5001,1008,19,9.5
179,2025-07-19 15:00:00,5001,1007,1,0.35
180,2025-07-21 18:00:00,5001,1012,9,6.3
181,2025-07-23 21:00:00,5001,1003,4,2.0
182,2025-07-23 19:00:00,5001,1005,1,1.0
183,2025-07-26 15:00:00,5001,1001,1,0.2
184,2025-07-26 13:00:00,5001,1010,1,1.0
185,2025-07-29 20:00:00,5001,1008,1,0.5
186,2025-08-06 18:00:00,5001,1003,1,0.5
187,2025-08-09 16:00:00,5001,1001,4,0.8
188,2025-08-10 09:00:00,5001,1003,1,0.5
189,2025-08-12 10:00:00,5001,1002,1,0.35
190,2025-08-12 16:00:00,5001,1004,1,0.7
191,2025-08-13 20:00:00,5001,1010,1,1.0
192,2025-08-17 10:00:00,5001,1004,1,0.7
193,2025-08-19 09:00:00,5001,1001,1,0.2
194,2025-08-19 21:00:00,5001,1011,1,0.7
195,2025-08-22 13:00:00,5001,1007,19,6.6499999999999995
196,2025-08-22 15:00:00,5001,1012,1,0.7
197,2025-08-25 17:00:00,5001,1009,1,0.7
198,2025-08-25 15:00:00,5001,1018,19,13.299999999999999
199,2025-08-27 19:00:00,5001,1006,1,0.2
200,2025-08-27 13:00:00,5001,1003,1,0.5
201,2025-08-28 19:00:00,5001,1018,1,0.7
202,2025-08-28 16:00:00,5001,1002,1,0.35
203,2025-09-01 10:00:00,5001,1002,4,1.4
204,2025-09-06 20:00:00,5001,1009,4,2.8
205,2025-09-06 20:00:00,5001,1005,9,9.0
206,2025-09-08 18:00:00,5001,1011,4,2.8
207,2025-09-15 11:00:00,5001,1006,19,3.8000000000000003
208,2025-09-16 18:00:00,5001,1002,1,0.35
209,2025-09-20 19:00:00,5001,1004,1,0.7
210,2025-09-20 09:00:00,5001,1013,4,2.8
211,2025-09-21 12:00:00,5001,1001,1,0.2
212,2025-09-22 21:00:00,5001,1011,1,0.7
213,2025-09-22 21:00:00,5001,1003,4,2.0
214,2025-09-27 09:00:00,5001,1001,1,0.2
215,2025-10-03 10:00:00,5001,1016,1,1.0
216,2025-10-03 13:00:00,5001,1010,1,1.0
217,2025-10-05 09:00:00,5001,1003,4,2.0
218,2025-10-11 11:00:00,5001,1014,4,1.4
219,2025-10-11 20:00:00,5001,1004,1,0.7
220,2025-10-16 18:00:00,5001,1014,4,1.4
221,2025-10-16 13:00:00,5001,1006,1,0.2
222,2025-11-04 16:00:00,5001,1005,4,4.0
223,2025-11-04 19:00:00,5001,1006,1,0.2
224,2025-11-06 18:00:00,5001,1002,1,0.35
225,2025-11-06 15:00:00,5001,1014,1,0.35
226,2025-11-08 21:00:00,5001,1015,1,0.7
227,2025-11-09 16:00:00,5001,1003,1,0.5
228,2025-11-12 13:00:00,5001,1003,9,4.5
229,2025-11-13 20:00:00,5001,1008,1,0.5
230,2025-11-15 21:00:00,5001,1007,1,0.35
231,2025-11-15 17:00:00,5001,1010,1,1.0
232,2025-11-16 21:00:00,5001,1005,1,1.0
233,2025-11-19 09:00:00,5001,1002,1,0.35
234,2025-11-19 15:00:00,5001,1010,4,4.0
235,2025-11-23 17:00:00,5001,1004,4,2.8
236,2025-11-24 21:00:00,5001,1001,1,0.2
237,2025-11-24 17:00:00,5001,1016,4,4.0
238,2025-11-25 19:00:00,5001,1004,19,13.299999999999999
239,2025-11-29 10:00:00,5001,1009,1,0.7
240,2025-12-05 17:00:00,5001,1003,4,2.0
241,2025-12-05 16:00:00,5001,1004,1,0.7
242,2025-12-10 19:00:00,5001,1005,4,4.0
243,2025-12-13 16:00:00,5001,1015,1,0.7
244,2025-12-13 16:00:00,5001,1004,4,2.8
245,2025-12-30 16:00:00,5001,1002,1,0.35
246,2025-12-30 13:00:00,5001,1006,1,0.2
247,2025-12-31 09:00:00,5001,1007,19,6.6499999999999995
248,2025-12-31 11:00:00,5001,1003,1,0.5
249,2026-01-06 09:00:00,5001,1017,1,0.7
250,2026-01-06 12:00:00,5001,1004,9,6.3
251,2026-01-07 09:00:00,5001,1010,1,1.0
252,2026-01-10 12:00:00,5001,1008,19,9.5
253,2026-01-11 16:00:00,5001,1013,1,0.7
254,2026-01-12 19:00:00,5001,1003,4,2.0
255,2026-01-13 15:00:00,5001,1003,1,0.5
256,2026-01-13 09:00:00,5001,1005,1,1.0
257,2026-01-26 19:00:00,5001,1010,1,1.0
258,2026-01-26 21:00:00,5001,1004,1,0.7
259,2026-01-28 09:00:00,5001,1011,1,0.7
260,2026-02-03 14:00:00,5001,1015,1,0.7
261,2026-02-10 14:00:00,5001,1001,1,0.2
262,2026-03-07 19:00:00,5001,1011,4,2.8
263,2026-03-07 17:00:00,5001,1003,1,0.5
264,2024-01-02 21:00:00,5002,1002,3,1.0499999999999998
265,2024-01-02 09:00:00,5002,1006,3,0.6000000000000001
266,2024-01-02 15:00:00,5002,1002,3,1.0499999999999998
267,2024-01-08 14:00:00,5002,1002,3,1.0499999999999998
268,2024-01-09 21:00:00,5002,1015,3,2.0999999999999996
269,2024-01-10 15:00:00,5002,1004,3,2.0999999999999996
270,2024-02-01 15:00:00,5002,1004,45,31.499999999999996
271,2024-02-01 19:00:00,5002,1005,22,22.0
272,2024-02-16 09:00:00,5002,1007,3,1.0499999999999998
273,2024-02-16 17:00:00,5002,1001,3,0.6000000000000001
274,2024-02-16 16:00:00,5002,1010,3,3.0
275,2024-02-16 15:00:00,5002,1011,22,15.399999999999999
276,2024-02-16 15:00:00,5002,1001,45,9.0
277,2024-03-14 17:00:00,5002,1009,22,15.399999999999999
278,2024-03-14 21:00:00,5002,1001,45,9.0
279,2024-03-14 16:00:00,5002,1004,3,2.0999999999999996
280,2024-03-14 13:00:00,5002,1002,90,31.499999999999996
281,2024-03-29 16:00:00,5002,1009,90,62.99999999999999
282,2024-03-29 17:00:00,5002,1005,3,3.0
283,2024-03-29 10:00:00,5002,1008,45,22.5
284,2024-03-29 16:00:00,5002,1005,45,45.0
285,2024-04-10 20:00:00,5002,1009,22,15.399999999999999
286,2024-04-10 21:00:00,5002,1018,22,15.399999999999999
287,2024-04-10 21:00:00,5002,1008,22,11.0
288,2024-04-10 15:00:00,5002,1013,90,62.99999999999999
289,2024-04-10 20:00:00,5002,1004,3,2.0999999999999996
290,2024-04-23 09:00:00,5002,1001,3,0.6000000000000001
291,2024-04-23 21:00:00,5002,1005,22,22.0
292,2024-04-23 20:00:00,5002,1017,45,31.499999999999996
293,2024-04-23 20:00:00,5002,1004,22,15.399999999999999
294,2024-04-23 16:00:00,5002,1012,45,31.499999999999996
295,2024-04-27 17:00:00,5002,1016,3,3.0
296,2024-04-27 11:00:00,5002,1004,3,2.0999999999999996
297,2024-04-27 16:00:00,5002,1008,3,1.5
298,2024-04-27 19:00:00,5002,1015,3,2.0999999999999996
299,2024-05-12 09:00:00,5002,1011,3,2.0999999999999996
300,2024-05-12 11:00:00,5002,1006,22,4.4
301,2024-05-25 16:00:00,5002,1004,3,2.0999999999999996
302,2024-05-25 11:00:00,5002,1001,3,0.6000000000000001
303,2024-05-25 16:00:00,5002,1013,22,15.399999999999999
304,2024-05-25 11:00:00,5002,1002,90,31.499999999999996
305,2024-05-25 21:00:00,5002,1011,22,15.399999999999999
306,2024-06-02 21:00:00,5002,1007,3,1.0499999999999998
307,2024-06-02 18:00:00,5002,1005,3,3.0
308,2024-06-02 15:00:00,5002,1008,3,1.5
309,2024-07-08 11:00:00,5002,1011,45,31.499999999999996
310,2024-07-14 20:00:00,5002,1010,22,22.0
311,2024-07-14 20:00:00,5002,1010,22,22.0
312,2024-07-14 14:00:00,5002,1009,3,2.0999999999999996
313,2024-07-17 09:00:00,5002,1004,22,15.399999999999999
314,2024-07-17 16:00:00,5002,1001,3,0.6000000000000001
315,2024-08-03 12:00:00,5002,1004,3,2.0999999999999996
316,2024-08-09 13:00:00,5002,1003,90,45.0
317,2024-08-14 14:00:00,5002,1006,3,0.6000000000000001
318,2024-08-14 13:00:00,5002,1005,22,22.0
319,2024-09-10 13:00:00,5002,1003,3,1.5
320,2024-09-11 12:00:00,5002,1007,3,1.0499999999999998
321,2024-09-11 10:00:00,5002,1012,22,15.399999999999999
322,2024-09-11 12:00:00,5002,1003,3,1.5
323,2024-09-11 21:00:00,5002,1006,22,4.4
324,2024-09-12 10:00:00,5002,1004,22,15.399999999999999
325,2024-09-12 20:00:00,5002,1018,3,2.0999999999999996
326,2024-09-24 16:00:00,5002,1004,3,2.0999999999999996
327,2024-09-24 13:00:00,5002,1003,3,1.5
328,2024-09-24 16:00:00,5002,1010,45,45.0
329,2024-09-24 19:00:00,5002,1008,3,1.5
330,2024-09-24 21:00:00,5002,1013,45,31.499999999999996
331,2024-09-30 13:00:00,5002,1003,3,1.5
332,2024-09-30 11:00:00,5002,1011,22,15.399999999999999
333,2024-09-30 16:00:00,5002,1001,3,0.6000000000000001
334,2024-09-30 18:00:00,5002,1001,3,0.6000000000000001
335,2024-10-07 14:00:00,5002,1007,3,1.0499999999999998
336,2024-10-07 10:00:00,5002,1002,22,7.699999999999999
337,2024-10-07 18:00:00,5002,1012,3,2.0999999999999996
338,2024-10-07 21:00:00,5002,1005,22,22.0
339,2024-10-18 11:00:00,5002,1009,22,15.399999999999999
340,2024-10-18 10:00:00,5002,1010,22,22.0
341,2024-10-18 18:00:00,5002,1008,3,1.5
342,2024-10-19 15:00:00,5002,1007,45,15.749999999999998
343,2024-10-24 21:00:00,5002,1009,3,2.0999999999999996
344,2024-10-24 18:00:00,5002,1013,3,2.0999999999999996
345,2024-11-02 19:00:00,5002,1007,22,7.699999999999999
346,2024-11-02 10:00:00,5002,1008,3,1.5
347,2024-11-08 14:00:00,5002,1003,3,1.5
348,2024-11-19 09:00:00,5002,1007,22,7.699999999999999
349,2024-11-19 18:00:00,5002,1002,3,1.0499999999999998
350,2024-11-19 20:00:00,5002,1005,22,22.0
351,2024-11-19 12:00:00,5002,1001,3,0.6000000000000001
352,2024-11-19 14:00:00,5002,1005,3,3.0
353,2024-11-21 14:00:00,5002,1009,3,2.0999999999999996
354,2024-11-21 13:00:00,5002,1005,3,3.0
355,2024-11-21 18:00:00,5002,1017,22,15.399999999999999
356,2024-11-21 15:00:00,5002,1001,3,0.6000000000000001
357,2024-11-21 16:00:00,5002,1013,3,2.0999999999999996
358,2024-12-03 14:00:00,5002,1009,3,2.0999999999999996
359,2024-12-03 13:00:00,5002,1012,3,2.0999999999999996
360,2024-12-03 12:00:00,5002,1001,3,0.6000000000000001
361,2024-12-03 14:00:00,5002,1014,3,1.0499999999999998
362,2024-12-03 10:00:00,5002,1014,3,1.0499999999999998
363,2025-01-05 13:00:00,5002,1011,3,2.0999999999999996
364,2025-01-05 10:00:00,5002,1017,3,2.0999999999999996
365,2025-01-05 10:00:00,5002,1016,90,90.0
366,2025-01-05 14:00:00,5002,1002,22,7.699999999999999
367,2025-01-11 14:00:00,5002,1001,22,4.4
368,2025-01-11 14:00:00,5002,1007,45,15.749999999999998
369,2025-01-11 15:00:00,5002,1009,3,2.0999999999999996
370,2025-01-11 11:00:00,5002,1009,3,2.0999999999999996
371,2025-01-11 17:00:00,5002,1007,22,7.699999999999999
372,2025-01-20 16:00:00,5002,1001,3,0.6000000000000001
373,2025-01-20 18:00:00,5002,1009,3,2.0999999999999996
374,2025-01-20 12:00:00,5002,1001,3,0.6000000000000001
375,2025-01-20 14:00:00,5002,1007,22,7.699999999999999
376,2025-01-20 09:00:00,5002,1010,22,22.0
377,2025-01-24 21:00:00,5002,1002,3,1.0499999999999998
378,2025-01-24 09:00:00,5002,1001,45,9.0
379,2025-01-28 10:00:00,5002,1016,22,22.0
380,2025-01-30 20:00:00,5002,1004,3,2.0999999999999996
381,2025-01-30 11:00:00,5002,1005,45,45.0
382,2025-01-30 20:00:00,5002,1002,3,1.0499999999999998
383,2025-02-22 18:00:00,5002,1017,3,2.0999999999999996
384,2025-02-22 10:00:00,5002,1008,3,1.5
385,2025-02-22 14:00:00,5002,1003,45,22.5
386,2025-02-22 14:00:00,5002,1009,3,2.0999999999999996
387,2025-02-22 16:00:00,5002,1001,22,4.4
388,2025-03-10 16:00:00,5002,1011,45,31.499999999999996
389,2025-03-16 21:00:00,5002,1008,45,22.5
390,2025-03-28 19:00:00,5002,1003,3,1.5
391,2025-03-28 10:00:00,5002,1004,3,2.0999999999999996
392,2025-03-28 15:00:00,5002,1011,3,2.0999999999999996
393,2025-03-28 11:00:00,5002,1007,22,7.699999999999999
394,2025-03-28 11:00:00,5002,1007,3,1.0499999999999998
395,2025-04-10 09:00:00,5002,1005,22,22.0
396,2025-04-10 16:00:00,5002,1009,3,2.0999999999999996
397,2025-04-24 14:00:00,5002,1006,3,0.6000000000000001
398,2025-04-24 13:00:00,5002,1004,22,15.399999999999999
399,2025-05-03 09:00:00,5002,1011,3,2.0999999999999996
400,2025-05-03 17:00:00,5002,1014,3,1.0499999999999998
401,2025-05-03 09:00:00,5002,1005,3,3.0
402,2025-05-03 15:00:00,5002,1009,22,15.399999999999999
403,2025-05-03 09:00:00,5002,1013,3,2.0999999999999996
404,2025-05-15 15:00:00,5002,1003,45,22.5
405,2025-05-15 11:00:00,5002,1005,22,22.0
406,2025-05-21 11:00:00,5002,1002,3,1.0499999999999998
407,2025-05-21 09:00:00,5002,1012,3,2.0999999999999996
408,2025-05-21 20:00:00,5002,1002,3,1.0499999999999998
409,2025-05-21 17:00:00,5002,1002,3,1.0499999999999998
410,2025-05-31 14:00:00,5002,1010,3,3.0
411,2025-06-06 19:00:00,5002,1016,22,22.0
412,2025-06-06 18:00:00,5002,1006,3,0.6000000000000001
413,2025-06-06 12:00:00,5002,1013,3,2.0999999999999996
414,2025-06-06 10:00:00,5002,1003,3,1.5
415,2025-06-30 18:00:00,5002,1009,45,31.499999999999996
416,2025-06-30 20:00:00,5002,1006,45,9.0
417,2025-06-30 17:00:00,5002,1004,90,62.99999999999999
418,2025-07-05 09:00:00,5002,1007,22,7.699999999999999
419,2025-07-05 15:00:00,5002,1007,90,31.499999999999996
420,2025-07-29 12:00:00,5002,1003,22,11.0
421,2025-07-29 13:00:00,5002,1005,3,3.0
422,2025-07-29 10:00:00,5002,1009,90,62.99999999999999
423,2025-07-30 15:00:00,5002,1004,3,2.0999999999999996
424,2025-07-30 14:00:00,5002,1003,3,1.5
425,2025-07-30 21:00:00,5002,1001,22,4.4
426,2025-08-04 19:00:00,5002,1001,22,4.4
427,2025-08-04 14:00:00,5002,1002,3,1.0499999999999998
428,2025-08-04 12:00:00,5002,1011,3,2.0999999999999996
429,2025-08-04 13:00:00,5002,1012,90,62.99999999999999
430,2025-08-13 19:00:00,5002,1007,3,1.0499999999999998
431,2025-08-13 17:00:00,5002,1013,45,31.499999999999996
432,2025-08-13 16:00:00,5002,1006,45,9.0
433,2025-08-13 16:00:00,5002,1009,22,15.399999999999999
434,2025-08-22 16:00:00,5002,1017,3,2.0999999999999996
435,2025-08-22 16:00:00,5002,1005,90,90.0
436,2025-08-22 13:00:00,5002,1011,3,2.0999999999999996
437,2025-08-22 09:00:00,5002,1001,3,0.6000000000000001
438,2025-08-22 15:00:00,5002,1009,3,2.0999999999999996
439,2025-08-25 21:00:00,5002,1010,3,3.0
440,2025-08-25 20:00:00,5002,1011,22,15.399999999999999
441,2025-08-25 19:00:00,5002,1003,3,1.5
442,2025-08-25 19:00:00,5002,1003,3,1.5
443,2025-08-25 17:00:00,5002,1006,3,0.6000000000000001
444,2025-08-28 13:00:00,5002,1003,45,22.5
445,2025-08-28 14:00:00,5002,1013,3,2.0999999999999996
446,2025-08-28 11:00:00,5002,1003,22,11.0
447,2025-09-04 20:00:00,5002,1002,45,15.749999999999998
448,2025-09-04 14:00:00,5002,1008,22,11.0
449,2025-09-04 20:00:00,5002,1004,3,2.0999999999999996
450,2025-09-04 12:00:00,5002,1004,3,2.0999999999999996
451,2025-09-06 16:00:00,5002,1008,3,1.5
452,2025-09-06 12:00:00,5002,1002,3,1.0499999999999998
453,2025-09-15 21:00:00,5002,1004,3,2.0999999999999996
454,2025-09-15 21:00:00,5002,1013,3,2.0999999999999996
455,2025-09-15 17:00:00,5002,1002,3,1.0499999999999998
456,2025-09-18 19:00:00,5002,1006,22,4.4
457,2025-09-18 16:00:00,5002,1017,22,15.399999999999999
458,2025-09-18 16:00:00,5002,1012,45,31.499999999999996
459,2025-10-17 12:00:00,5002,1001,3,0.6000000000000001
460,2025-10-17 17:00:00,5002,1007,45,15.749999999999998
461,2025-10-17 12:00:00,5002,1001,3,0.6000000000000001
462,2025-10-17 11:00:00,5002,1005,45,45.0
463,2025-10-27 13:00:00,5002,1011,3,2.0999999999999996
464,2025-10-27 20:00:00,5002,1010,45,45.0
465,2025-10-27 18:00:00,5002,1004,3,2.0999999999999996
466,2025-10-27 21:00:00,5002,1008,3,1.5
467,2025-10-27 14:00:00,5002,1006,3,0.6000000000000001
468,2025-10-30 21:00:00,5002,1002,3,1.0499999999999998
469,2025-11-03 09:00:00,5002,1002,22,7.699999999999999
470,2025-11-03 18:00:00,5002,1017,3,2.0999999999999996
471,2025-11-03 12:00:00,5002,1002,3,1.0499999999999998
472,2025-11-03 17:00:00,5002,1013,3,2.0999999999999996
473,2025-11-03 09:00:00,5002,1012,3,2.0999999999999996
474,2025-12-07 21:00:00,5002,1006,3,0.6000000000000001
475,2025-12-07 20:00:00,5002,1013,22,15.399999999999999
476,2025-12-19 17:00:00,5002,1004,22,15.399999999999999
477,2024-01-01 19:00:00,5003,1008,3,1.5
478,2024-01-06 12:00:00,5003,1009,3,2.0999999999999996
479,2024-01-08 18:00:00,5003,1005,80,80.0
480,2024-01-09 10:00:00,5003,1003,40,20.0
481,2024-01-09 11:00:00,5003,1008,3,1.5
482,2024-01-10 17:00:00,5003,1006,3,0.6000000000000001
483,2024-01-10 13:00:00,5003,1001,80,16.0
484,2024-01-10 18:00:00,5003,1002,3,1.0499999999999998
485,2024-01-10 12:00:00,5003,1013,3,2.0999999999999996
486,2024-01-10 10:00:00,5003,1006,3,0.6000000000000001
487,2024-01-13 21:00:00,5003,1001,3,0.6000000000000001
